Id,Wohngebiet,Nachbarschaft,Bedingung1,Bedingung2,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Versorgung,Grundstuecksgroesse,Grundstuecksform,Gelaendekontur,Gelaendeneigung,Grundstueckanordnung,Strassenlaenge,Strassentyp,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Dachmeterial,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,Kellerbereichgroesse2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,GeringequalitaetFlaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Poolqualitaet,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,Garagenqualitaet,Garagenzustand,EinfahrtGepflastert,Sondermerkmal,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
1429,D,Schwanh,Norm,Norm,60,1Fam,2Sto,2017,2018,8,5,EGWA,972.0,Reg,Ebn,San,Inn,25.5,Pfla,BetonGeg,Stein,9.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Ag,Ty,Ke,GWR,71.01,NAu,0.0,22.05,93.06,1.0,0.0,187.02,94.5,92.52,0.0,8,Typ,2,1,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,0.0,9.18,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2018.0,Aus,3.0,75.24,Du,Du,J,Keine,0.0,4,2018,Neu,Unfertig,288787.5
1430,WN,Nied,Norm,Norm,60,1Fam,2Sto,2017,2017,8,5,EGWA,800.91,Reg,Ebn,San,Inn,22.2,Pfla,BetonGeg,Stein,9.72,Vinyl,Vinyl,Walm,VerbSch,Ag,Du,Gu,Ty,Du,GWR,3.6,NAu,0.0,81.72,85.32,0.0,0.0,187.92,85.32,102.6,0.0,10,Typ,2,1,4,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,9.0,2.16,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2017.0,Aus,3.0,59.04,Du,Du,J,Keine,0.0,6,2018,GarK,Normal,212500.0
1431,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2015,2016,7,5,EGWA,651.78,Reg,Ebn,San,Inn,19.2,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,114.3,114.3,0.0,0.0,114.3,114.3,0.0,0.0,6,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,8.64,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2015.0,GAu,2.0,47.16,Du,Du,J,Keine,0.0,7,2017,GarK,Normal,149515.0
1432,WN,Nordend,Norm,Norm,80,1Fam,GSto,1982,1982,6,6,EGWA,940.32,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonSte,ZiegGla,29.97,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,62.01,62.01,0.0,0.0,190.71,124.02,66.69,0.0,7,Typ,2,1,3,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,9.36,0.0,0.0,0.0,0.0,KeinPool,GuPrv,Verbund,1982.0,GAu,2.0,52.47,Du,Du,J,Keine,0.0,8,2019,GeBU,Abnormal,134300.0
1433,WN,Nordend,EbNA,Norm,20,1Fam,1Sto,1988,1988,7,5,EGWA,1069.2,UR1,Ebn,San,Inn,24.6,Pfla,BetonSte,ZiegGla,18.54,Sperrho,Sperrho,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,DWR,63.36,NAu,0.0,51.03,114.39,0.0,0.0,144.09,144.09,0.0,0.0,7,Typ,2,0,3,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1988.0,GAu,2.0,43.02,Du,Du,J,Keine,0.0,4,2019,GeBU,Abnormal,133450.0
1434,WN,Gallus,Norm,Norm,40,1Fam,1.5V,1930,2005,6,8,EGWA,903.78,Reg,Erh,San,Eck,18.6,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,SQ,12.96,DWR,25.02,21.42,59.4,1.0,0.0,77.85,66.6,11.25,0.0,4,Typ,1,0,2,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,7.56,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1930.0,NAu,1.0,19.44,Du,Du,J,Keine,0.0,8,2017,GarK,Normal,92225.0
1435,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1958,2012,6,6,EGWA,720.0,Reg,Ebn,San,Inn,15.0,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,DWR,61.2,NAu,0.0,26.28,87.48,1.0,0.0,87.48,87.48,0.0,0.0,5,Typ,1,0,2,1,Du,1,Gu,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1958.0,NAu,1.0,21.6,Du,Du,J,Keine,0.0,5,2019,GarK,Normal,112200.0
1436,WN,Höchst,Norm,Norm,80,1Fam,GSto,1968,1968,6,8,EGWA,943.38,Reg,Ebn,San,Inn,19.5,Pfla,BetonSte,ZiegGla,5.67,Vinyl,Vinyl,Walm,VerbSch,Du,Gu,Ty,Ty,Du,GWR,45.63,NAu,0.0,7.29,52.92,0.0,1.0,102.42,102.42,0.0,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,20.16,0.0,0.0,0.0,0.0,0.0,KeinPool,MnHol,Verbund,1968.0,GAu,1.0,23.76,Du,Du,J,Keine,0.0,6,2017,GarK,Normal,123250.0
1437,WM,Altstad,Norm,Norm,50,1Fam,1.5V,1920,2013,5,8,EGWA,1409.4,Reg,Ebn,San,Inn,27.0,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,0.0,21.6,21.6,0.0,0.0,117.54,72.9,44.64,0.0,6,Typ,1,1,3,1,Gu,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1969.0,NAu,2.0,42.48,Ar,Du,N,Keine,0.0,7,2019,GarK,Normal,110500.0
1438,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,1988,1988,5,6,EGWA,1102.5,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,16.2,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Mn,DWR,70.29,NAu,0.0,7.47,77.76,1.0,0.0,105.66,105.66,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,18.99,0.0,25.2,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1988.0,NAu,2.0,47.52,Du,Du,J,Keine,0.0,5,2018,GarK,Normal,134300.0
1439,WM,Altstad,Norm,Norm,30,1Fam,1Sto,1930,1960,3,4,EGWA,517.23,Reg,Ebn,San,Inn,14.4,Pfla,BetonGeg,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,71.82,71.82,0.0,0.0,75.6,75.6,0.0,0.0,5,Typ,1,0,2,1,Ar,0,KeineKamine,GasWO,Gu,J,SLSRo,10.08,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1948.0,NAu,1.0,22.5,Du,Ar,N,Keine,0.0,6,2016,GarK,Normal,54400.0
1440,WN,Höchst,PosN,Norm,60,1Fam,2Sto,1976,1976,6,5,EGWA,693.0,Reg,Ebn,San,Inn,21.0,Pfla,BetonSte,ZiegGla,31.59,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,68.04,68.04,0.0,0.0,165.51,94.59,70.92,0.0,7,Typ,1,1,4,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,11.16,19.44,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1976.0,NAu,2.0,39.78,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,131750.0
1441,WN,Höchst,Norm,Norm,60,1Fam,2Sto,1973,1973,6,5,EGWA,635.04,Reg,Ebn,San,Inn,21.3,Pfla,BetonSte,ZiegGla,37.35,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Ty,Ty,Ke,UWR,36.0,NAu,0.0,34.2,70.2,1.0,0.0,161.64,88.47,73.17,0.0,8,Typ,1,1,4,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,4.5,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1973.0,GAu,2.0,43.47,Du,Du,J,Keine,0.0,10,2018,GarK,Normal,119000.0
1442,WN,Gallus,Norm,Norm,120,StHAb,1Sto,1994,1994,5,5,EGWA,381.15,Reg,Ebn,San,Inn,12.6,Pfla,BetonSte,ZiegGla,13.41,Hartfas,Hartfas,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,GWR,49.68,DWR,35.37,9.36,94.41,1.0,0.0,94.41,94.41,0.0,0.0,5,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,9.45,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1994.0,Aus,1.0,23.94,Du,Du,J,Keine,0.0,2,2019,GarK,Normal,118575.0
1443,WM,Hausen,Norm,Norm,120,StHAb,1Sto,2008,2008,6,5,EGWA,405.0,Reg,Ebn,San,2St,9.6,Pfla,BetonGeg,ZiegGla,28.8,Vinyl,Vinyl,Walm,VerbSch,Du,Du,Ag,Ty,Ke,GWR,77.94,NAu,0.0,30.42,108.36,1.0,0.0,108.36,108.36,0.0,0.0,5,Typ,2,0,2,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,22.23,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2008.0,Aus,2.0,37.08,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,137700.0
1444,D,Schwanh,Norm,Norm,60,1Fam,2Sto,2017,2017,5,5,EGWA,936.99,Reg,Ebn,San,Eck,24.3,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,KeinKeller,NAu,0.0,NAu,0.0,65.25,65.25,0.0,0.0,142.92,65.25,77.67,0.0,8,Typ,3,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,NAu,2.0,50.49,Du,Du,J,Keine,0.0,7,2017,Neu,Unfertig,180292.65
1445,WM,Hausen,Norm,Norm,120,StHAb,1Sto,2009,2009,6,5,EGWA,405.0,Reg,Ebn,San,2St,20.684476534296028,Pfla,BetonGeg,ZiegGla,38.25,Vinyl,Vinyl,Walm,VerbSch,Du,Du,Ag,Ty,Ke,GWR,79.47,NAu,0.0,30.69,110.16,1.0,0.0,110.16,110.16,0.0,0.0,5,Typ,2,0,2,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,27.36,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2009.0,Aus,2.0,36.18,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,140250.0
1446,WN,Hausen,Norm,Norm,20,1Fam,1Sto,2001,2002,7,5,EGWA,893.52,UR1,Ebn,San,SG,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,GWR,111.51,NAu,0.0,19.35,130.86,1.0,0.0,133.02,133.02,0.0,0.0,6,Typ,2,0,3,1,Du,1,Du,GasWO,Du,J,SLSRo,10.26,1.98,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2001.0,NAu,2.0,45.54,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,178500.0
1447,WN,Hochsch,Norm,Norm,60,1Fam,2Sto,2012,2012,7,5,EGWA,1210.5,UR1,Ebn,San,Eck,28.5,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,63.0,NAu,0.0,19.44,82.44,1.0,0.0,167.49,82.8,84.69,0.0,8,Typ,2,1,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,13.14,8.19,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2012.0,GAu,2.0,44.28,Du,Du,J,Keine,0.0,6,2016,GarK,Normal,170000.0
1448,WN,Gallus,Norm,Norm,90,DopH,1Sto,1965,1965,4,5,EGWA,543.6,Reg,Ebn,San,Inn,19.5,Pfla,BetonGeg,Kein,0.0,AsbeSch,Sperrho,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,103.68,103.68,0.0,0.0,6,Typ,2,0,2,2,Ar,0,KeineKamine,GasWO,Du,N,SichSc,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,6,2018,GarK,AngrLand,69700.0
1449,WM,Berkers,Norm,Norm,160,StHAb,2Sto,1990,1990,6,6,EGWA,169.11,Reg,Ebn,San,SG,7.2,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,GWR,32.94,NAu,0.0,13.5,46.44,0.0,0.0,92.88,46.44,46.44,0.0,5,Typ,1,0,2,1,Du,1,Du,GasWO,Du,J,SLSRo,19.17,0.0,0.0,0.0,0.0,0.0,KeinPool,GuPrv,Abgetr,1990.0,NAu,2.0,41.58,Du,Du,J,Keine,0.0,12,2018,GarK,Normal,99025.0
1450,WN,Hausen,Norm,Norm,20,1Fam,1Sto,2014,2015,5,5,EGWA,910.26,Reg,Ebn,San,Inn,27.9,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Ag,Ty,Du,NAu,0.0,NAu,0.0,128.7,128.7,0.0,0.0,128.7,128.7,0.0,0.0,7,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2014.0,GAu,2.0,56.16,Du,Du,J,Keine,0.0,3,2020,GarK,Normal,147475.0
1451,WN,Nied,Norm,Norm,160,StHAb,2Sto,2013,2013,7,5,EGWA,236.52,Reg,Ebn,San,Inn,10.8,Pfla,BetonGeg,Stein,9.54,Vinyl,HolzSch,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,68.76,68.76,0.0,0.0,146.34,68.76,77.58,0.0,6,Typ,2,1,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.43,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2013.0,GAu,2.0,42.66,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,149175.0
1452,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1973,1973,5,6,EGWA,783.0,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,ZiegGla,13.32,Metall,Metall,Walm,VerbSch,Du,Gu,Ty,Ty,Mn,DWR,69.84,NAu,0.0,30.96,100.8,1.0,0.0,101.52,101.52,0.0,0.0,6,Typ,2,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,17.28,1.8,11.07,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1973.0,GAu,2.0,47.25,Du,Du,J,Keine,0.0,12,2018,GarK,Normal,131750.0
1453,WM,Altstad,Haup,Norm,70,1Fam,2Sto,1910,1960,6,7,EGWA,756.0,Reg,Ebn,San,Eck,21.0,Pfla,ZiegFli,Kein,0.0,Stuck,ZiegGla,Giebel,VerbSch,Du,Du,Ar,Gu,Mn,NAu,0.0,NAu,0.0,82.53,82.53,0.0,0.0,180.63,98.1,82.53,0.0,8,Typ,2,0,3,1,Ag,0,KeineKamine,GasWO,Gu,J,SichDu,0.0,21.15,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1940.0,NAu,1.0,32.13,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,136000.0
1454,WN,Nied,Norm,Norm,160,StHAb,2Sto,2013,2014,7,5,EGWA,204.12,Reg,Ebn,San,Inn,10.8,Pfla,BetonGeg,Stein,9.54,Vinyl,HolzSch,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,51.03,NAu,0.0,17.73,68.76,0.0,0.0,146.34,68.76,77.58,0.0,6,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.43,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2013.0,GAu,2.0,42.66,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,147050.0
1455,D,Schwanh,Norm,Norm,120,StHAb,1Sto,2016,2017,8,5,EGWA,317.07,UR1,Ebn,San,Inn,24.0,Pfla,BetonGeg,Stein,2.7,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,5.4,NAu,0.0,97.29,102.69,1.0,0.0,103.59,103.59,0.0,0.0,5,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,5.4,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2016.0,Aus,2.0,43.56,Du,Du,J,Keine,0.0,2,2017,Neu,Unfertig,141100.0
1456,WN,Gallus,Norm,Norm,20,1Fam,1Sto,1970,1981,4,6,EGWA,961.38,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,GWR,35.91,NAu,0.0,55.35,91.26,1.0,0.0,103.41,103.41,0.0,0.0,7,Ger1,1,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,21.6,0.0,0.0,0.0,0.0,KeinPool,MnPrv,2Typen,1978.0,Aus,1.0,48.96,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,107950.0
1457,WN,Zeilshe,Zubr,Norm,80,1Fam,GSto,1986,1986,8,5,EGWA,864.0,Reg,Snk,Mit,2St,24.0,Pfla,BetonSte,ZiegGla,18.0,Sperrho,Sperrho,Giebel,VerbSch,Gu,Gu,Ty,Ty,Ke,NAu,0.0,NAu,0.0,35.28,35.28,0.0,0.0,224.91,133.83,91.08,0.0,5,Typ,2,1,4,1,Du,1,Gu,GasWO,Ag,J,SLSRo,0.0,5.76,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1986.0,NAu,2.0,47.43,Du,Du,J,Keine,0.0,1,2019,GarK,Abnormal,153425.0
1458,D,Schwanh,Norm,Norm,160,StHAb,2Sto,2015,2015,7,5,EGWA,228.96,Reg,Ebn,San,Inn,7.2,Pfla,BetonGeg,Kein,0.0,Metall,Metall,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,54.0,54.0,0.0,0.0,110.07,46.8,56.07,7.2,4,Typ,2,1,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,14.94,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2015.0,GAu,2.0,43.2,Du,Du,J,Keine,0.0,7,2016,GarK,Normal,125290.0
1459,WN,Hausen,Norm,Norm,20,1Fam,1Sto,1993,1993,5,7,EGWA,1046.25,UR1,Ebn,San,Inn,19.5,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,DWR,53.64,NAu,0.0,19.8,73.44,1.0,0.0,73.44,73.44,0.0,0.0,4,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,29.7,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1993.0,Aus,1.0,23.76,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,118150.0
1460,WM,Altstad,Norm,Norm,50,1Fam,1.5V,1958,1960,5,6,EGWA,864.0,Reg,Ebn,San,Inn,18.0,Pfla,BetonSte,Stein,23.76,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,24.84,NAu,0.0,84.24,109.08,1.0,0.0,150.12,110.34,39.78,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SichDu,0.0,0.0,12.6,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1958.0,NAu,1.0,21.6,Du,Du,J,Keine,0.0,5,2016,GarK,Normal,114750.0
1461,WN,Hausen,Norm,Norm,20,1Fam,1Sto,2009,2009,5,5,EGWA,1068.75,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,120.96,120.96,0.0,0.0,120.96,120.96,0.0,0.0,7,Typ,2,0,3,1,Du,1,Gu,GasWO,Ag,J,SLSRo,29.52,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2011.0,NAu,2.0,61.74,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,141525.0
1462,WN,Altstad,Haup,Norm,70,1Fam,2Sto,1920,2018,7,9,EGWA,648.0,Reg,Ebn,San,Eck,18.0,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Gu,Ty,Ty,Ke,NAu,0.0,NAu,0.0,50.4,50.4,0.0,0.0,152.1,83.7,68.4,0.0,5,Typ,2,0,4,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,10.08,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2018.0,NAu,2.0,56.16,Du,Du,J,Keine,0.0,8,2019,GarK,Normal,133025.0
1463,WN,Sindlin,Norm,Norm,120,StHAb,1Sto,2005,2006,8,5,EGWA,721.17,UR1,Ebn,San,Eck,17.1,Pfla,BetonGeg,Kein,0.0,Zement,Zement,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,66.69,NAu,0.0,76.14,142.83,1.0,0.0,156.06,156.06,0.0,0.0,6,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,4.68,4.5,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2005.0,GAu,2.0,47.52,Du,Du,J,Keine,0.0,9,2019,GarK,Normal,203575.0
1464,WN,Gallus,Haup,Norm,50,1Fam,1.5V,1934,1960,6,5,EGWA,864.0,Reg,Ebn,San,Eck,18.0,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,51.48,51.48,0.0,0.0,98.64,51.48,47.16,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GravOf,Ar,N,SichAr,0.0,0.72,11.52,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,4,2018,GarK,Normal,67150.0
1465,WM,Altstad,Norm,Norm,70,1Fam,2Sto,1928,2005,6,8,EGWA,697.95,Reg,Ebn,San,Inn,14.1,Pfla,BetonSte,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,0.0,99.0,99.0,0.0,0.0,203.76,99.0,104.76,0.0,8,Typ,2,1,4,1,Du,0,KeineKamine,GasWO,Ag,J,SichDu,0.0,13.68,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1960.0,NAu,1.0,36.72,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,170000.0
1466,WN,Ginnhei,Norm,Norm,60,1Fam,2Sto,2002,2003,6,5,EGWA,867.24,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,72.72,72.72,0.0,0.0,143.37,72.72,70.65,0.0,7,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,30.78,3.6,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Eingeb,2003.0,GAu,2.0,35.01,Du,Du,J,Keine,0.0,12,2019,GarK,Normal,151300.0
1467,WN,Ginnhei,Norm,Norm,60,1Fam,2Sto,2012,2013,7,5,EGWA,720.9,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,75.6,75.6,0.0,0.0,154.8,75.6,79.2,0.0,7,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,12.42,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2012.0,Aus,2.0,36.0,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,159800.0
1468,WN,Nordend,EbNA,Norm,60,1Fam,2Sto,1978,1978,6,6,EGWA,1053.0,Reg,Ebn,San,Inn,23.4,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,26.82,NAu,0.0,38.61,65.43,0.0,0.0,140.04,74.61,65.43,0.0,8,Typ,1,1,4,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1978.0,NAu,2.0,39.69,Du,Du,J,Keine,0.0,5,2019,GarK,Normal,130900.0
1469,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1967,2009,6,7,EGWA,788.4,Reg,Ebn,San,Inn,21.9,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DWR,78.57,NAu,0.0,5.67,84.24,1.0,0.0,84.24,84.24,0.0,0.0,4,Typ,1,0,2,1,Gu,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,19.71,0.0,0.0,KeinPool,KeinZaun,Verbund,1967.0,GAu,1.0,28.35,Du,Du,J,Keine,0.0,9,2017,GarK,Normal,119850.0
